2014-02-18,espn.com,19,14,27,17,13,22,8,24,21,12,4,3,5,28,9,2,30,16,18,23,1,25,29,11,7,26,6,10,20,15
2014-01-31,bleacherreport.com,14,12,27,20,15,25,13,18,23,9,4,2,6,28,11,3,30,16,22,19,1,29,26,8,7,24,5,10,21,17
2014-02-17,nba.com,16,15,26,18,13,25,7,22,20,12,3,2,5,28,9,4,29,17,19,21,1,24,30,8,10,27,6,11,23,14
2014-02-19,foxsports.com,18,14,24,15,13,23,7,17,21,9,3,2,5,28,11,4,30,19,20,22,1,26,29,10,8,27,6,12,25,16
